1168342.32045472,0.558737155772111,45871.9365792328,0.414740638152433,empb,psi,div,6400,30
1245622.27017937,0.576920114068759,47169.9632963059,0.420567610664791,empb,psi,div,6400,31
1439733.70390612,0.620245446114929,61636.7643983142,0.480754070704993,empb,psi,div,6400,32
1527276.71346921,0.638824205660808,66137.9555497334,0.497998961320962,empb,psi,div,6400,33
1317386.59215124,0.593306516116504,51079.7447142375,0.437650483942524,empb,psi,div,6400,34
1180222.54554818,0.561570714898744,42413.6993919663,0.398800901141918,empb,psi,div,6400,35
1337109.12543903,0.597731199310623,53728.5110832201,0.448854368988196,empb,psi,div,6400,36
1224087.84668616,0.571911450197741,46736.4968411297,0.418630756275502,empb,psi,div,6400,37
1306692.61155364,0.590893504989971,52165.0471897051,0.442275473666135,empb,psi,div,6400,38
1214110.09268232,0.569575805798401,47332.865833523,0.421293204628138,empb,psi,div,6400,39
1358020.86320096,0.602387178547727,53282.7073053803,0.446988341279138,empb,psi,div,6400,40
1515721.22099656,0.636402920648366,65525.1460651702,0.495686456378034,empb,psi,div,6400,41
1374376.01582764,0.606003709253441,55225.9426131221,0.455066245171323,empb,psi,div,6400,42
1122603.0208927,0.547690996799857,44174.9146258564,0.406996723907728,empb,psi,div,6400,43
1250175.18274594,0.577973511665191,49522.1559240461,0.430926126503246,empb,psi,div,6400,44
1106759.64997405,0.543812463987242,40722.544440768,0.390769363015783,empb,psi,div,6400,45
1348582.59639891,0.600290228454838,56078.1913169961,0.458564101289034,empb,psi,div,6400,46
1534538.35929398,0.640341093224763,66051.5498815603,0.497673550625215,empb,psi,div,6400,47
1362160.28146489,0.603304555922662,54573.8856346606,0.452371766888919,empb,psi,div,6400,48
1190511.72944152,0.564013290492103,46749.9244945451,0.418690889419722,empb,psi,div,6400,49
1276389.60499153,0.5840017222601,53051.5625794301,0.446017751587457,empb,q,div,6400,30
1184618.00879891,0.562615462564416,47119.6142665166,0.420343094645819,empb,q,div,6400,31
1467607.89489834,0.626220842655289,63660.6960451567,0.488583442715158,empb,q,div,6400,32
1176636.36664438,0.560716882195093,47884.6203852371,0.423741576873693,empb,q,div,6400,33
1303683.4662414,0.590212736896439,54713.5781893449,0.452950363959899,empb,q,div,6400,34
1203892.24572137,0.567173991059504,48246.715385308,0.425340688813113,empb,q,div,6400,35
1309022.33672463,0.591420027603792,54342.3259958372,0.451411029037528,empb,q,div,6400,36
1263127.96319101,0.58095992220277,52000.3422402321,0.441576705484615,empb,q,div,6400,37
1241133.18128857,0.575879596677351,50065.447003944,0.433283452289545,empb,q,div,6400,38
1322873.94615344,0.594540891696391,58475.8823183551,0.468264727873888,empb,q,div,6400,39
1263493.33649316,0.581043940569654,52560.0684084094,0.443946886870699,empb,q,div,6400,40
1280383.95012492,0.584914798597263,52558.3770646607,0.443939743873597,empb,q,div,6400,41
1287771.52818845,0.586599796546452,53464.3351233494,0.447749530541309,empb,q,div,6400,42
1158258.12160049,0.556320643424628,47307.4512714228,0.421180086398965,empb,q,div,6400,43
1240792.53097924,0.575800561232828,49152.3802612391,0.429314276606045,empb,q,div,6400,44
1083786.65150819,0.538138913333445,42586.4030197387,0.399612011628218,empb,q,div,6400,45
1282728.33412018,0.585450043423441,52035.6648506345,0.441726656363591,empb,q,div,6400,46
1314869.23683623,0.592739379064725,54091.0076618457,0.45036599336622,empb,q,div,6400,47
1388950.08271588,0.609208308305005,56809.8899394823,0.461546038733791,empb,q,div,6400,48
1195052.87871468,0.565087967317816,48428.6437448992,0.426141870022525,empb,q,div,6400,49
786153.261199793,0.458327703383039,28159.0567659294,0.324946681146277,empb,rel,div,6400,30
1209549.13873594,0.568504958362249,52449.9089053717,0.443481413541634,empb,rel,div,6400,31
