1277979.5492377,0.584365342112827,50502.881252532,0.435172188256291,empb,psi,div,6400,30,3
1597183.44254972,0.653280805781579,72879.461401574,0.522763950453598,empb,psi,div,6400,31,3
1439955.27096406,0.620293170451539,61059.1893817313,0.478496285941545,empb,psi,div,6400,32,3
1499077.56586796,0.63289920625211,65422.1770956542,0.495296831980526,empb,psi,div,6400,33,3
1518776.91169762,0.637044091116832,65351.8014635382,0.495030361127416,empb,psi,div,6400,34,3
2022388.41055154,0.735114150100757,87195.6178118255,0.571808205944095,empb,psi,uvq,6400,30,3
1994527.63572224,0.730033059661011,90954.0767282007,0.584001737011423,empb,psi,uvq,6400,31,3
1634559.21053012,0.66088033172963,59889.2677581275,0.473890012266095,empb,psi,uvq,6400,32,3
1715413.92143132,0.677028519798415,64011.3620904022,0.489927241522904,empb,psi,uvq,6400,33,3
1529208.98318127,0.639228189586402,57375.7666178211,0.463839045880528,empb,psi,uvq,6400,34,3
1318560.60986278,0.593570826245592,49374.1764727819,0.430281809641034,empb,psi,grad,6400,30,3
1297579.15634789,0.588829322558631,44703.5246006057,0.409424603366115,empb,psi,grad,6400,31,3
1356626.20204077,0.602077779099897,49707.1419552789,0.43173022124213,empb,psi,grad,6400,32,3
1179085.27025611,0.5613000818599,38900.6075903825,0.381927778095641,empb,psi,grad,6400,33,3
1375156.67867107,0.606175793680456,50063.7723703322,0.433276205803758,empb,psi,grad,6400,34,3
1852973.94290818,0.703650749607013,92360.4725483863,0.588499539194459,empb,psi,div,6400,30,6
1836898.71978339,0.700591887839552,88579.3882040708,0.576327565491288,empb,psi,div,6400,31,6
1874951.82804771,0.707811404157367,92998.9964093569,0.590530298458565,empb,psi,div,6400,32,6
1886902.44444987,0.710063554461494,95436.3178238669,0.598218571441358,empb,psi,div,6400,33,6
2003890.27982208,0.731744501800197,100880.559246417,0.615044861650607,empb,psi,div,6400,34,6
2260939.09176285,0.777261094873286,70709.5541505465,0.514922777796806,empb,psi,uvq,6400,30,6
